id,Order,Family,Genus,Species,Fos,Ter,Aqu,Arb,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS,Ped,"ref for ped (if animaldiversity.org, can just put 1)",Terr,AdTerr,IF,repmode,age_at_metamorphosis,age_at_metamorphosis_ref
Anf6549,Caudata,Salamandridae,Taricha,Taricha granulosa,NA,1,1,NA,12.32,4,5,216,56,58,12,NA,NA,1,1.8,2,0,1,0,NA,,,0,1,1,4,,
Anf6550,Caudata,Salamandridae,Taricha,Taricha rivularis,NA,1,1,NA,NA,4,10,194,140,200,30,6,16,1,2.4,2.7,0,1,0,NA,,,0,1,1,4,,
Anf6552,Caudata,Salamandridae,Taricha,Taricha torosa,NA,1,1,NA,NA,3,3,197,90,90,21.8,7,122,1,2.3,2.3,0,1,0,NA,,,0,1,1,4,,
Anf6554,Caudata,Salamandridae,Triturus,Triturus carnifex,NA,1,1,NA,18.4,2,5,150,NA,NA,11,400,400,1,2,2,0,1,0,NA,,,0,1,1,4,,
Anf6555,Caudata,Salamandridae,Triturus,Triturus cristatus,NA,1,1,NA,15,2,4,150,NA,NA,28,70,600,1,2,2,0,1,0,NA,,,0,1,1,4,,
Anf6556,Caudata,Salamandridae,Triturus,Triturus dobrogicus,NA,1,1,NA,9.4,2,3.5,160,NA,NA,9,250,250,1,1.7,1.7,0,1,0,NA,,,0,1,1,4,,
Anf6557,Caudata,Salamandridae,Triturus,Triturus karelinii,NA,1,NA,NA,10.5,3,6,160,52,62,15,200,250,1,1.9,1.9,0,1,0,NA,,,0,1,1,4,,
Anf6559,Caudata,Salamandridae,Triturus,Triturus marmoratus,NA,1,1,NA,9.8,2,4.4,160,36,36,25,200,400,1,2,2,0,1,0,NA,,,0,1,1,4,,
Anf6560,Caudata,Salamandridae,Triturus,Triturus pygmaeus,NA,1,1,NA,NA,2,2,120,NA,NA,NA,150,150,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6561,Caudata,Salamandridae,Tylototriton,Tylototriton asperrimus,NA,1,1,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6562,Caudata,Salamandridae,Tylototriton,Tylototriton hainanensis,NA,1,NA,NA,NA,NA,NA,148,NA,NA,NA,58,90,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6563,Caudata,Salamandridae,Tylototriton,Tylototriton kweichowensis,NA,1,1,NA,NA,3,4,210,77,98,15,121,141,1,2.3,3.4,0,1,0,NA,,,0,1,1,4,,
Anf6565,Caudata,Salamandridae,Tylototriton,Tylototriton taliangensis,NA,1,1,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6566,Caudata,Salamandridae,Tylototriton,Tylototriton verrucosus,NA,1,1,NA,29.3,2.5,4,165,NA,NA,11,26,60,1,2.5,2.5,0,1,0,NA,,,0,1,1,4,,
Anf6567,Caudata,Salamandridae,Tylototriton,Tylototriton vietnamensis,NA,1,1,NA,NA,NA,NA,122,NA,NA,121.8,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6568,Caudata,Salamandridae,Tylototriton,Tylototriton wenxianensis,NA,1,1,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6569,Caudata,Salamandridae,Chioglossa,Chioglossa lusitanica,NA,1,1,NA,4.2,4,4.5,160,NA,NA,8,20,20,1,5,5,0,1,0,NA,,,0,1,1,4,,
Anf6577,Caudata,Salamandridae,Mertensiella,Mertensiella caucasica,NA,1,1,NA,9.8,4,4.5,76.6,42,55,26,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6585,Caudata,Salamandridae,Salamandrina,Salamandrina perspicillata,NA,1,NA,NA,NA,4,5,85,NA,NA,12,30,60,1,1.5,3.7,0,1,0,NA,,,0,1,1,4,,
Anf6586,Caudata,Salamandridae,Salamandrina,Salamandrina terdigitata,NA,1,1,NA,NA,NA,NA,115,NA,NA,NA,1,60,1,1.5,1.8,0,1,0,NA,,,0,1,1,4,,
Anf6591,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula boulengeri,1,1,1,NA,4.7,NA,NA,308,NA,NA,NA,3,3,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6592,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula changamwensis,1,1,1,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6593,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula denhardti,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6594,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula fischeri,1,1,1,NA,4.8,NA,NA,397,240,240,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6595,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula niedeni,1,1,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6596,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula taitana,1,1,1,NA,NA,NA,NA,420,NA,NA,NA,2,15,1,2,5,1,0,0,NA,,,0,1,1,2,,
Anf6597,Gymnophiona,Caeciliidae,Boulengerula,Boulengerula uluguruensis,1,1,1,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6600,Gymnophiona,Caeciliidae,Caecilia,Caecilia abitaguae,1,1,1,NA,NA,NA,NA,1303,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6619,Gymnophiona,Caeciliidae,Caecilia,Caecilia mertensi,NA,NA,NA,NA,NA,NA,NA,495,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6622,Gymnophiona,Caeciliidae,Caecilia,Caecilia orientalis,1,1,1,NA,NA,NA,NA,625,NA,NA,NA,30,120,1,1.5,5.7,0,1,0,NA,,,0,1,1,4,,
Anf6641,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis carnosus,1,1,1,NA,NA,NA,NA,280,NA,NA,NA,5,15,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6642,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis danieli,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6643,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis fulleri,1,1,1,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6644,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis goaensis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6645,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis krishni,1,1,1,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6646,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis madhavai,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6647,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis mhadeiensis,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6648,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis nadkarnii,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6649,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis ramaswamii,1,1,1,NA,12,NA,NA,340,NA,NA,NA,2,21,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6650,Gymnophiona,Caeciliidae,Gegeneophis,Gegeneophis seshachari,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6675,Gymnophiona,Caeciliidae,Mimosiphonops,Mimosiphonops reinhardti,1,1,1,NA,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6676,Gymnophiona,Caeciliidae,Mimosiphonops,Mimosiphonops vermiculatus,1,1,1,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6691,Gymnophiona,Caeciliidae,Siphonops,Siphonops annulatus,1,1,1,NA,NA,NA,NA,454,NA,NA,NA,5,16,1,8,10,1,0,0,NA,,,0,1,1,2,,
Anf6692,Gymnophiona,Caeciliidae,Siphonops,Siphonops hardyi,1,1,1,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6693,Gymnophiona,Caeciliidae,Siphonops,Siphonops insulanus,1,1,1,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6694,Gymnophiona,Caeciliidae,Siphonops,Siphonops leucoderus,1,1,1,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,,,0,1,1,2,,
Anf6695,Gymnophiona,Caeciliidae,Siphonops,Siphonops paulensis,1,1,1,NA,NA,NA,NA,470,NA,NA,NA,4,6,1,7.4,10,1,0,0,NA,,,0,1,1,2,,
Anf6724,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis bannanicus,1,1,1,NA,52.7,NA,NA,378.5,NA,NA,NA,24,68,1,7.6,11.4,0,1,0,NA,,,0,1,1,4,,
Anf6735,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis glutinosus,1,1,1,NA,NA,NA,NA,450,NA,NA,NA,12,54,1,3,9,0,1,0,NA,,,0,1,1,4,,
Anf6749,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis orthoplicatus,1,1,1,NA,NA,NA,NA,222,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6751,Gymnophiona,Ichthyophiidae,Ichthyophis,Ichthyophis pseudangularis,1,1,1,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6766,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops bicolor,1,1,1,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6767,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops columbianus,1,1,1,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6768,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops lativittatus,1,1,1,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6769,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops marmoratus,1,1,1,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6770,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops niger,1,1,1,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6771,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops parkeri,1,1,1,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6772,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops peruvianus,1,1,1,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6773,Gymnophiona,Rhinatrematidae,Epicrionops,Epicrionops petersi,1,1,1,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf6774,Gymnophiona,Rhinatrematidae,Rhinatrema,Rhinatrema bivittatum,1,1,1,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,,,0,1,1,4,,
Anf3262,Anura,Leiopelmatidae,Ascaphus,Ascaphus montanus,NA,1,1,NA,NA,7,8,56,40,54,20,33,90,1,4,5,0,1,0,NA,0,,0,1,1,4,,
Anf3263,Anura,Leiopelmatidae,Ascaphus,Ascaphus truei,NA,1,1,NA,NA,2,3,50,34,34,20,28,96,1,4,7,0,1,0,NA,0,,0,1,1,4,,
Anf3264,Anura,Leiopelmatidae,Leiopelma,Leiopelma archeyi,NA,1,1,NA,NA,3,4,38,NA,NA,17,4,13,1,4.5,8,1,0,0,NA,0,,0,1,1,2,,
Anf3265,Anura,Leiopelmatidae,Leiopelma,Leiopelma hamiltoni,NA,1,1,NA,8,3,4,47,NA,NA,23,7,19,1,8,11,1,0,0,NA,0,,0,1,1,2,,
Anf3266,Anura,Leiopelmatidae,Leiopelma,Leiopelma hochstetteri,NA,1,1,1,NA,3,4,47,NA,NA,7,165,165,1,5.5,5.5,1,0,0,NA,0,,0,1,1,2,,
Anf3267,Anura,Leiopelmatidae,Leiopelma,Leiopelma pakeka,NA,1,1,NA,NA,NA,NA,49,NA,NA,29,1,19,1,NA,NA,1,0,0,NA,0,,0,1,1,2,,
Anf0001,Anura,Allophrynidae,Allophryne,Allophryne ruthveni,NA,1,1,1,31,NA,NA,31,NA,NA,NA,300,300,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0002,Anura,Alytidae,Alytes,Alytes cisternasii,NA,1,1,1,6.1,2,2,50,27,36,6,60,180,4,2.6,3.5,0,1,0,NA,0,,0,1,0,4,,
Anf0003,Anura,Alytidae,Alytes,Alytes dickhilleni,NA,1,1,1,NA,2,2,55,NA,NA,NA,40,40,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0004,Anura,Alytidae,Alytes,Alytes maurus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0005,Anura,Alytidae,Alytes,Alytes muletensis,NA,1,NA,1,2.31,3,3,40,NA,NA,NA,7,20,1,5.4,7,0,1,0,NA,0,,0,1,0,4,,
Anf0006,Anura,Alytidae,Alytes,Alytes obstetricans,1,1,1,1,13.4,2,3,55,35,40.5,7,53,171,4,2.6,5,0,1,0,NA,0,,0,1,0,4,,
Anf0007,Anura,Alytidae,Discoglossus,Discoglossus galganoi,1,1,1,NA,21.8,3,5,80,NA,NA,9,300,1500,6,1.5,2,0,1,0,NA,0,,0,1,0,4,,
Anf0008,Anura,Alytidae,Discoglossus,Discoglossus jeanneae,1,1,1,NA,NA,NA,NA,60,NA,NA,NA,1500,1500,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0009,Anura,Alytidae,Discoglossus,Discoglossus montalentii,1,1,1,NA,NA,NA,NA,65,NA,NA,NA,1000,1000,1,1.5,1.5,0,1,0,NA,0,,0,1,0,4,,
Anf0010,Anura,Alytidae,Discoglossus,Discoglossus nigriventer,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0011,Anura,Alytidae,Discoglossus,Discoglossus pictus,1,1,1,NA,22.05,4,4,80,NA,NA,NA,20,1500,1,1,1.5,0,1,0,NA,0,,0,1,0,4,,
Anf0012,Anura,Alytidae,Discoglossus,Discoglossus sardus,1,1,1,NA,NA,3,3,70,NA,NA,NA,1000,1000,1,1,1.5,0,1,0,NA,0,,0,1,0,4,,
Anf0013,Anura,Alytidae,Discoglossus,Discoglossus scovazzi,1,1,1,NA,NA,NA,NA,70,NA,NA,NA,1000,1000,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0014,Anura,Aromobatidae,Prostherapis,Prostherapis dunni,NA,1,1,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0015,Anura,Aromobatidae,Allobates,Allobates alessandroi,NA,1,1,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0017,Anura,Aromobatidae,Allobates,Allobates bromelicola,NA,NA,NA,1,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0018,Anura,Aromobatidae,Allobates,Allobates brunneus,NA,1,1,NA,NA,NA,NA,24,NA,NA,NA,17,17,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0019,Anura,Aromobatidae,Allobates,Allobates caeruleodactylus,NA,1,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0021,Anura,Aromobatidae,Allobates,Allobates cepedai,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0022,Anura,Aromobatidae,Allobates,Allobates chalcopis,NA,1,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0023,Anura,Aromobatidae,Allobates,Allobates conspicuus,NA,1,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0024,Anura,Aromobatidae,Allobates,Allobates crombiei,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0025,Anura,Aromobatidae,Allobates,Allobates femoralis,NA,1,1,NA,4.1,0.8,0.8,36,NA,NA,6,8,48,12,1.5,2.1,0,1,0,NA,0,,0,1,0,4,,
Anf0026,Anura,Aromobatidae,Allobates,Allobates fratisenescus,NA,1,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0027,Anura,Aromobatidae,Allobates,Allobates fuscellus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0028,Anura,Aromobatidae,Allobates,Allobates gasconi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0029,Anura,Aromobatidae,Allobates,Allobates goianus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0030,Anura,Aromobatidae,Allobates,Allobates granti,NA,1,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,4,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0032,Anura,Aromobatidae,Allobates,Allobates humilis,NA,1,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0033,Anura,Aromobatidae,Allobates,Allobates insperatus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,2,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0034,Anura,Aromobatidae,Allobates,Allobates juanii,NA,1,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0035,Anura,Aromobatidae,Allobates,Allobates kingsburyi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,24,10,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0036,Anura,Aromobatidae,Allobates,Allobates mandelorum,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0037,Anura,Aromobatidae,Allobates,Allobates marchesianus,NA,1,1,1,NA,NA,NA,18,NA,NA,NA,13,27,1,1.5,2,0,1,0,NA,0,,0,1,0,4,,
Anf0038,Anura,Aromobatidae,Allobates,Allobates masniger,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0039,Anura,Aromobatidae,Allobates,Allobates mcdiarmidi,NA,1,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0040,Anura,Aromobatidae,Allobates,Allobates melanolaemus,NA,1,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0041,Anura,Aromobatidae,Allobates,Allobates myersi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0042,Anura,Aromobatidae,Allobates,Allobates nidicola,NA,1,NA,NA,NA,NA,NA,21.4,NA,NA,NA,2,6,NA,2.4,2.4,1,0,0,NA,0,,0,1,0,2,,
Anf0043,Anura,Aromobatidae,Allobates,Allobates niputidea,NA,1,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0044,Anura,Aromobatidae,Allobates,Allobates olfersioides,NA,1,NA,NA,NA,NA,NA,19,NA,NA,NA,11,11,3,1.5,1.5,0,1,0,NA,0,,0,1,0,4,,
Anf0045,Anura,Aromobatidae,Allobates,Allobates ornatus,NA,1,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0047,Anura,Aromobatidae,Allobates,Allobates picachos,NA,1,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0048,Anura,Aromobatidae,Allobates,Allobates pittieri,NA,1,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0049,Anura,Aromobatidae,Allobates,Allobates ranoides,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0050,Anura,Aromobatidae,Allobates,Allobates rufulus,NA,1,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0051,Anura,Aromobatidae,Allobates,Allobates sanmartini,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0052,Anura,Aromobatidae,Allobates,Allobates spumaponens,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0053,Anura,Aromobatidae,Allobates,Allobates subfolionidificans,NA,1,NA,NA,NA,NA,NA,18.7,NA,NA,NA,8,10,3,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0054,Anura,Aromobatidae,Allobates,Allobates sumtuosus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0055,Anura,Aromobatidae,Allobates,Allobates talamancae,NA,1,1,NA,NA,1,1,25,NA,NA,NA,18,50,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0056,Anura,Aromobatidae,Allobates,Allobates trilineatus,NA,1,1,NA,0.54,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0057,Anura,Aromobatidae,Allobates,Allobates undulatus,NA,1,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0058,Anura,Aromobatidae,Allobates,Allobates vanzolinius,NA,1,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0059,Anura,Aromobatidae,Allobates,Allobates wayuu,NA,1,NA,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0060,Anura,Aromobatidae,Allobates,Allobates zaparo,NA,1,1,NA,NA,0.8,1,31,NA,NA,NA,26,66,3,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0061,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus atopoglossus,NA,1,1,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0062,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus ayarzaguenai,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0063,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus baeobatrachus,NA,1,NA,NA,NA,NA,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0064,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus beebei,NA,1,NA,NA,NA,0.4,0.5,18.7,8.8,10.1,5,1,7,3,0.9,2.1,0,1,0,NA,0,,0,1,0,4,,
Anf0065,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus breweri,NA,1,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0067,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus degranvillei,NA,1,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0068,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus guanayensis,NA,1,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0069,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus kaiei,NA,1,NA,NA,NA,NA,NA,19.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0070,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus lacrimosus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0073,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus murisipanensis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0074,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus parimae,NA,1,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf0075,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus parkerae,NA,1,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
