id,Order,Family,Genus,Species,Fos,Ter,Aqu,Arb,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS,Ped,"ref for ped (if animaldiversity.org, can just put 1)",Terr,AdTerr,IF,repmode,age_at_metamorphosis,age_at_metamorphosis_ref
Anf4118,Anura,Microhylidae,Xenorhina,Xenorhina subcrocea,1,NA,NA,NA,NA,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,,0,1,0,2,,
Anf4119,Anura,Microhylidae,Xenorhina,Xenorhina tumulus,1,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,,0,1,0,2,,
Anf4120,Anura,Microhylidae,Xenorhina,Xenorhina varia,1,NA,NA,1,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,,0,1,0,2,,
Anf4121,Anura,Microhylidae,Xenorhina,Xenorhina zweifeli,1,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,,0,1,0,2,,
Anf4122,Anura,Microhylidae,Anodonthyla,Anodonthyla boulengerii,NA,1,NA,1,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4124,Anura,Microhylidae,Anodonthyla,Anodonthyla hutchisoni,NA,1,NA,1,NA,NA,NA,24.4,NA,NA,NA,23,29,NA,3.3,3.3,0,1,0,NA,0,,0,1,0,4,,
Anf4126,Anura,Microhylidae,Anodonthyla,Anodonthyla montana,NA,1,1,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4127,Anura,Microhylidae,Anodonthyla,Anodonthyla moramora,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4128,Anura,Microhylidae,Anodonthyla,Anodonthyla nigrigularis,NA,1,NA,1,NA,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4130,Anura,Microhylidae,Anodonthyla,Anodonthyla rouxae,NA,1,NA,1,NA,NA,NA,34,NA,NA,NA,NA,NA,1,2,2,0,1,0,NA,0,,0,1,0,4,,
Anf4133,Anura,Microhylidae,Cophyla,Cophyla berara,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4134,Anura,Microhylidae,Cophyla,Cophyla occultans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4135,Anura,Microhylidae,Cophyla,Cophyla phyllodactyla,NA,1,1,1,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4137,Anura,Microhylidae,Platypelis,Platypelis alticola,NA,NA,NA,1,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4138,Anura,Microhylidae,Platypelis,Platypelis barbouri,NA,1,NA,1,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4139,Anura,Microhylidae,Platypelis,Platypelis cowanii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4140,Anura,Microhylidae,Platypelis,Platypelis grandis,NA,NA,1,1,NA,NA,NA,88,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4141,Anura,Microhylidae,Platypelis,Platypelis mavomavo,NA,1,NA,1,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4142,Anura,Microhylidae,Platypelis,Platypelis milloti,NA,1,NA,1,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4143,Anura,Microhylidae,Platypelis,Platypelis pollicaris,NA,1,NA,1,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4144,Anura,Microhylidae,Platypelis,Platypelis tetra,NA,1,NA,1,NA,NA,NA,19.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4145,Anura,Microhylidae,Platypelis,Platypelis tsaratananaensis,NA,1,NA,1,NA,NA,NA,27.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4146,Anura,Microhylidae,Platypelis,Platypelis tuberifera,NA,1,NA,1,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4147,Anura,Microhylidae,Plethodontohyla,Plethodontohyla bipunctata,1,1,1,NA,NA,NA,NA,24.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4148,Anura,Microhylidae,Plethodontohyla,Plethodontohyla brevipes,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4149,Anura,Microhylidae,Plethodontohyla,Plethodontohyla fonetana,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4150,Anura,Microhylidae,Plethodontohyla,Plethodontohyla guentheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4151,Anura,Microhylidae,Plethodontohyla,Plethodontohyla inguinalis,NA,1,1,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4152,Anura,Microhylidae,Plethodontohyla,Plethodontohyla mihanika,NA,1,1,1,NA,NA,NA,34.4,NA,NA,NA,40,111,1,3,3,0,1,0,NA,0,,0,1,0,4,,
Anf4153,Anura,Microhylidae,Plethodontohyla,Plethodontohyla notosticta,NA,1,1,1,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4154,Anura,Microhylidae,Plethodontohyla,Plethodontohyla ocellata,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4155,Anura,Microhylidae,Plethodontohyla,Plethodontohyla tuberata,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4156,Anura,Microhylidae,Rhombophryne,Rhombophryne alluaudi,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4157,Anura,Microhylidae,Rhombophryne,Rhombophryne coronata,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4158,Anura,Microhylidae,Rhombophryne,Rhombophryne coudreaui,1,1,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4159,Anura,Microhylidae,Rhombophryne,Rhombophryne guentherpetersi,1,1,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4160,Anura,Microhylidae,Rhombophryne,Rhombophryne laevipes,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4163,Anura,Microhylidae,Rhombophryne,Rhombophryne minuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4164,Anura,Microhylidae,Rhombophryne,Rhombophryne serratopalpebrosa,NA,1,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4167,Anura,Microhylidae,Stumpffia,Stumpffia gimmeli,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4168,Anura,Microhylidae,Stumpffia,Stumpffia grandis,NA,1,1,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4170,Anura,Microhylidae,Stumpffia,Stumpffia helenae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4173,Anura,Microhylidae,Stumpffia,Stumpffia psologlossa,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4174,Anura,Microhylidae,Stumpffia,Stumpffia pygmaea,NA,1,1,NA,0.2,NA,NA,12,NA,NA,3.5,12,13,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4175,Anura,Microhylidae,Stumpffia,Stumpffia roseifemoralis,NA,1,1,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4177,Anura,Microhylidae,Stumpffia,Stumpffia tetradactyla,NA,1,1,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4178,Anura,Microhylidae,Stumpffia,Stumpffia tridactyla,NA,1,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4179,Anura,Microhylidae,Dyscophus,Dyscophus antongilii,NA,1,1,NA,105,2,4.5,110,NA,NA,11,1250,1250,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4180,Anura,Microhylidae,Dyscophus,Dyscophus guineti,NA,1,1,NA,145.6,2,4,112.4,NA,NA,7,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4181,Anura,Microhylidae,Dyscophus,Dyscophus insularis,1,1,1,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4182,Anura,Microhylidae,Chiasmocleis,Chiasmocleis alagoanus,NA,1,1,NA,NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4183,Anura,Microhylidae,Chiasmocleis,Chiasmocleis albopunctata,NA,1,1,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4184,Anura,Microhylidae,Chiasmocleis,Chiasmocleis anatipes,NA,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4185,Anura,Microhylidae,Chiasmocleis,Chiasmocleis atlantica,NA,1,1,NA,NA,NA,NA,31.6,NA,NA,NA,730,730,1,0.82,1.31,0,1,0,NA,0,,0,1,0,4,,
Anf4187,Anura,Microhylidae,Chiasmocleis,Chiasmocleis bassleri,1,1,1,NA,3.87,NA,NA,29.9,NA,NA,NA,151,250,1,1,1,0,1,0,NA,0,,0,1,0,4,,
Anf4188,Anura,Microhylidae,Chiasmocleis,Chiasmocleis capixaba,NA,1,1,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4189,Anura,Microhylidae,Chiasmocleis,Chiasmocleis carvalhoi,NA,1,1,NA,0.16,NA,NA,24.4,NA,NA,NA,123,395,1,0.94,1.37,0,1,0,NA,0,,0,1,0,4,,
Anf4190,Anura,Microhylidae,Chiasmocleis,Chiasmocleis centralis,NA,1,1,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4191,Anura,Microhylidae,Chiasmocleis,Chiasmocleis cordeiroi,NA,1,1,NA,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4192,Anura,Microhylidae,Chiasmocleis,Chiasmocleis crucis,NA,1,1,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4194,Anura,Microhylidae,Chiasmocleis,Chiasmocleis gnoma,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4195,Anura,Microhylidae,Chiasmocleis,Chiasmocleis hudsoni,1,1,1,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4196,Anura,Microhylidae,Chiasmocleis,Chiasmocleis jimi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4197,Anura,Microhylidae,Chiasmocleis,Chiasmocleis leucosticta,NA,1,1,NA,NA,NA,NA,23.6,NA,NA,NA,203,203,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4198,Anura,Microhylidae,Chiasmocleis,Chiasmocleis magnova,NA,1,NA,NA,NA,NA,NA,18.3,NA,NA,NA,10,10,NA,2.5,2.5,1,0,0,NA,0,,0,1,0,2,,
Anf4199,Anura,Microhylidae,Chiasmocleis,Chiasmocleis mantiqueira,NA,1,1,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4200,Anura,Microhylidae,Chiasmocleis,Chiasmocleis mehelyi,NA,1,1,NA,NA,NA,NA,24.5,NA,NA,NA,183,250,NA,1.2,1.4,0,1,0,NA,0,,0,1,0,4,,
Anf4201,Anura,Microhylidae,Chiasmocleis,Chiasmocleis panamensis,NA,1,1,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4203,Anura,Microhylidae,Chiasmocleis,Chiasmocleis schubarti,NA,1,1,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4204,Anura,Microhylidae,Chiasmocleis,Chiasmocleis shudikarensis,1,1,1,NA,NA,NA,NA,32,NA,NA,NA,230,566,1,1,1,0,1,0,NA,0,,0,1,0,4,,
Anf4206,Anura,Microhylidae,Chiasmocleis,Chiasmocleis ventrimaculata,NA,1,1,NA,NA,NA,NA,34,NA,NA,NA,210,421,1,1.5,2,0,1,0,NA,0,,0,1,0,4,,
Anf4207,Anura,Microhylidae,Ctenophryne,Ctenophryne geayi,1,1,1,NA,NA,NA,NA,54,42,42,NA,610,1250,1,1,2,0,1,0,NA,0,,0,1,0,4,,
Anf4208,Anura,Microhylidae,Ctenophryne,Ctenophryne minor,NA,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4209,Anura,Microhylidae,Dasypops,Dasypops schirchi,1,1,1,NA,NA,NA,NA,63.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4210,Anura,Microhylidae,Dermatonotus,Dermatonotus muelleri,1,1,1,NA,NA,NA,NA,74.15,NA,NA,NA,3696,3696,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4211,Anura,Microhylidae,Elachistocleis,Elachistocleis bicolor,1,1,1,NA,3.6,NA,NA,43,NA,NA,NA,478,1380,1,1,1.1,0,1,0,NA,0,,0,1,0,4,,
Anf4215,Anura,Microhylidae,Elachistocleis,Elachistocleis erythrogaster,1,1,1,NA,NA,NA,NA,37.6,NA,NA,NA,476,991,1,2.5,2.5,0,1,0,NA,0,,0,1,0,4,,
Anf4219,Anura,Microhylidae,Elachistocleis,Elachistocleis ovalis,NA,1,1,NA,40,NA,NA,43.8,NA,NA,NA,336,695,1,1.5,2,0,1,0,"Considered a junior synonym of E. bicolor by Klappenbach and Langone, 1992",0,,0,1,0,4,,
Anf4220,Anura,Microhylidae,Elachistocleis,Elachistocleis piauiensis,1,1,1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4221,Anura,Microhylidae,Elachistocleis,Elachistocleis skotogaster,NA,1,1,NA,NA,NA,NA,34.4,NA,NA,NA,1072,1072,NA,2.63,2.63,0,1,0,NA,0,,0,1,0,4,,
Anf4222,Anura,Microhylidae,Elachistocleis,Elachistocleis surinamensis,NA,1,1,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4224,Anura,Microhylidae,Gastrophryne,Gastrophryne carolinensis,1,1,1,NA,2.59,1,2,38,NA,NA,6.8,598,850,1,1.2,1.2,0,1,0,NA,0,,0,1,0,4,,
Anf4225,Anura,Microhylidae,Gastrophryne,Gastrophryne elegans,NA,1,1,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4226,Anura,Microhylidae,Gastrophryne,Gastrophryne olivacea,1,1,1,NA,4,NA,NA,41,NA,NA,NA,622,622,1,0.9,0.9,0,1,0,NA,0,,0,1,0,4,,
Anf4227,Anura,Microhylidae,Gastrophryne,Gastrophryne pictiventris,NA,1,1,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4228,Anura,Microhylidae,Gastrophryne,Gastrophryne usta,1,1,1,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4229,Anura,Microhylidae,Hamptophryne,Hamptophryne boliviana,NA,1,1,NA,6.1,NA,NA,44,NA,NA,NA,280,2186,1,1,1.5,0,1,0,NA,0,,0,1,0,4,,
Anf4230,Anura,Microhylidae,Hypopachus,Hypopachus barberi,NA,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4231,Anura,Microhylidae,Hypopachus,Hypopachus variolosus,1,1,1,NA,NA,NA,NA,53,NA,NA,NA,700,700,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4232,Anura,Microhylidae,Nelsonophryne,Nelsonophryne aequatorialis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4233,Anura,Microhylidae,Nelsonophryne,Nelsonophryne aterrima,1,1,1,NA,NA,NA,NA,70,NA,NA,NA,75,75,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4234,Anura,Microhylidae,Hoplophryne,Hoplophryne rogersi,NA,1,NA,1,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4235,Anura,Microhylidae,Hoplophryne,Hoplophryne uluguruensis,NA,1,NA,1,NA,NA,NA,25,NA,NA,NA,28,28,1,2.5,3,0,1,0,NA,0,,0,1,0,4,,
Anf4237,Anura,Microhylidae,Parhoplophryne,Kalophrynus baluensis,NA,1,1,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4238,Anura,Microhylidae,Kalophrynus,Kalophrynus bunguranus,NA,1,1,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4240,Anura,Microhylidae,Kalophrynus,Kalophrynus eok,NA,1,1,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4241,Anura,Microhylidae,Kalophrynus,Kalophrynus heterochirus,NA,1,1,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4242,Anura,Microhylidae,Kalophrynus,Kalophrynus interlineatus,NA,1,1,NA,NA,NA,NA,47.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4243,Anura,Microhylidae,Kalophrynus,Kalophrynus intermedius,NA,1,1,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4244,Anura,Microhylidae,Kalophrynus,Kalophrynus menglienicus,NA,1,1,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4245,Anura,Microhylidae,Kalophrynus,Kalophrynus minusculus,NA,1,1,NA,NA,NA,NA,35,NA,NA,NA,30,50,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4246,Anura,Microhylidae,Kalophrynus,Kalophrynus nubicola,NA,1,1,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4247,Anura,Microhylidae,Kalophrynus,Kalophrynus palmatissimus,NA,1,1,NA,NA,NA,NA,38.8,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4248,Anura,Microhylidae,Kalophrynus,Kalophrynus pleurostigma,NA,1,1,NA,NA,NA,NA,34.5,NA,NA,NA,4000,4000,1,1,1,0,1,0,NA,0,,0,1,0,4,,
Anf4249,Anura,Microhylidae,Kalophrynus,Kalophrynus punctatus,NA,1,1,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4250,Anura,Microhylidae,Kalophrynus,Kalophrynus robinsoni,NA,1,1,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4251,Anura,Microhylidae,Kalophrynus,Kalophrynus subterrestris,1,1,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4253,Anura,Microhylidae,Melanobatrachus,Melanobatrachus indicus,NA,1,1,1,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4254,Anura,Microhylidae,Calluella,Calluella brooksii,NA,1,1,NA,NA,NA,NA,73.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4255,Anura,Microhylidae,Calluella,Calluella flava,1,1,1,NA,NA,NA,NA,35.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4256,Anura,Microhylidae,Calluella,Calluella guttulata,1,1,1,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4257,Anura,Microhylidae,Calluella,Calluella minuta,NA,1,1,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4258,Anura,Microhylidae,Calluella,Calluella smithi,NA,1,1,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4259,Anura,Microhylidae,Calluella,Calluella volzi,NA,1,1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4260,Anura,Microhylidae,Calluella,Calluella yunnanensis,NA,1,1,NA,NA,NA,NA,48.8,NA,NA,NA,NA,NA,1,1.5,2,0,1,0,NA,0,,0,1,0,4,,
Anf4261,Anura,Microhylidae,Chaperina,Chaperina fusca,NA,1,1,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4262,Anura,Microhylidae,Glyphoglossus,Glyphoglossus molossus,1,1,1,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4263,Anura,Microhylidae,Kaloula,Kaloula assamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4264,Anura,Microhylidae,Kaloula,Kaloula aureata,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4265,Anura,Microhylidae,Kaloula,Kaloula baleata,1,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4266,Anura,Microhylidae,Kaloula,Kaloula borealis,1,NA,NA,NA,NA,2,3,50.2,NA,NA,10,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4267,Anura,Microhylidae,Kaloula,Kaloula conjuncta,NA,NA,NA,1,NA,NA,NA,47,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4268,Anura,Microhylidae,Kaloula,Kaloula kalingensis,NA,NA,NA,1,NA,NA,NA,39.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4269,Anura,Microhylidae,Kaloula,Kaloula kokacii,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4270,Anura,Microhylidae,Kaloula,Kaloula mediolineata,NA,1,1,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4271,Anura,Microhylidae,Kaloula,Kaloula picta,1,1,NA,NA,NA,NA,NA,51.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4272,Anura,Microhylidae,Kaloula,Kaloula pulchra,1,1,NA,NA,NA,NA,NA,70,NA,NA,11,4126,4126,1,1.3,1.3,0,1,0,NA,0,,0,1,0,4,,
Anf4273,Anura,Microhylidae,Kaloula,Kaloula rigida,1,1,NA,NA,NA,NA,NA,43.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4274,Anura,Microhylidae,Kaloula,Kaloula rugifera,NA,1,NA,1,NA,NA,NA,49,NA,NA,NA,NA,NA,1,1,1.5,0,1,0,NA,0,,0,1,0,4,,
Anf4275,Anura,Microhylidae,Kaloula,Kaloula taprobanica,1,1,1,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA,0,,0,1,0,4,,
Anf4276,Anura,Microhylidae,Kaloula,Kaloula verrucosa,NA,1,1,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,1,1.5,0,1,0,NA,0,,0,1,0,4,,
Anf4277,Anura,Microhylidae,Kaloula,Kaloula walteri,1,1,NA,NA,NA,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,,0,1,0,4,,
